model_name,file_path,strategy,declared_unique_key,matched_condition,incremental_predicates,not_matched_by_source_action,merge_exclude_columns,on_schema_change,full_refresh_config,servingdb_sync,parent_models,source_relations,documented_grain,authoritative_watermark_expr,lookback,delete_mode,validation_category,evidence_status,notes
int_attribution_global,models/intermediate/int_attribution_global.sql,merge,patient_id,,,,,append_new_columns,False,,patients;int_primary_insurance;int_attribution_payor_slots;stg_salesforce__account;stg_salesforce__attribution,,patient_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=9691, null_pk=0, dup=0"
int_empi_golden_records_clean,models/intermediate/int_empi_golden_records_clean.sql,merge,source_system;source_id,,,,,,False,,empi_golden_records_raw,,source_system + source_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=57340, null_pk=0, dup=0"
int_navina__hcc_assessment_grouped,models/healthcare/raf/capture/intermediate/int_navina__hcc_assessment_grouped.sql,merge,patient_hcc_key,,,,,append_new_columns,False,,vw_hcc_assessment,,patient_hcc_key,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=15194, null_pk=0, dup=0"
int_navina__hcc_assessment_icd_rolled,models/healthcare/raf/capture/intermediate/int_navina__hcc_assessment_icd_rolled.sql,merge,patient_icd_key,,,,,append_new_columns,False,,vw_hcc_assessment,,patient_icd_key,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=22368, null_pk=0, dup=0"
int_patient_dx_universe,models/healthcare/scheduling/int_patient_dx_universe.sql,merge,patient_id;dx,,,,,append_new_columns,False,,int_patient_chart_crosswalk,athenahealth.athenaone.claimdiagnosis;athenahealth.athenaone.claim;athenahealth.athenaone.patientproblem,patient_id + dx,,3d patient delete+rebuild via pre_hook,pre_hook_patient_scoped_delete,pk_integrity_pass,registry_backfill,Added to satisfy test_incremental_contract_coverage; strategy is merge (delete+insert invalid on Databricks). Alert remediation 2026-07-21.
int_patient_status_pit_monthly,models/intermediate/int_patient_status_pit_monthly.sql,merge,patient_id;status_month,t.computed_status <> s.computed_status OR t.status_reason <> s.status_reason,,,,sync_all_columns,False,,hist_patient_status_monthly;appointment;patientaudit;patient,,patient_id + status_month,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=319996, null_pk=0, dup=0"
int_quality__code_pool,models/healthcare/quality/intermediate/int_quality__code_pool.sql,merge,evidence_key,not (t.source_hits <=> s.source_hits) or not (t.order_status <=> s.order_status) or not (t.evidence_provenance <=> s.evidence_provenance) or not (t.code_raw <=> s.code_raw) or not (t.code_modifier <=> s.code_modifier) or not (t.source_tables <=> s.source_tables) or not (t.measurement_year <=> s.measurement_year) or not (t.code_origin <=> s.code_origin) or not (t.source_methods <=> s.source_methods) or not (t.create_date <=> s.create_date),,,,append_new_columns,False,,int_quality__encounter_code_evidence;int_quality__service_code_evidence;int_quality__lab_code_evidence;int_quality__surgical_code_evidence;int_quality__surgery_code_evidence;int_quality__claim_code_evidence;int_quality__charge_code_evidence;int_quality__questionnaire_evidence;int_quality__document_evidence;int_quality__problem_code_evidence,,evidence_key,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=4265156, null_pk=0, dup=0"
int_quality__hedis_evidence,models/healthcare/quality/intermediate/int_quality__hedis_evidence.sql,merge,evidence_key,t.last_updated <> s.last_updated,,,,append_new_columns,False,,stg_athena__qmresult;stg_athena__qm_chart;stg_athena__p4presult;stg_athena__p4pmeasure;stg_athena__p4presultdata,,evidence_key,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=399241, null_pk=0, dup=0"
log_raf__factor_audit,models/healthcare/raf/score/cdc/log_raf__factor_audit.sql,append,audit_id,,,,,append_new_columns,False,,int_raf__hierarchy_applied;int_raf__interaction_factors;int_raf__eligibility_segment,,audit_id,,,none_append_only,correctness_fix_pending_deploy,defect_found,Remediated in correctness wave: upstream CTEs deduped before audit_id generation. Historical 318223 duplicate audit_ids remain (full_refresh=false). Prevents new within-run collisions.
log_raf__pipeline_events,models/healthcare/raf/score/cdc/log_raf__pipeline_events.sql,append,event_id,,,,,append_new_columns,False,,,,event_id,,,none_append_only,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=1425, null_pk=0, dup=0"
log_raf__score_events,models/healthcare/raf/score/cdc/log_raf__score_events.sql,append,event_id,,,,,append_new_columns,False,,int_raf__scored_hccs;_log_raf__prior_snapshot,,event_id,,,none_append_only,correctness_fix_pending_deploy,defect_found,Remediated in correctness wave: current_hccs and prior_snapshot deduped to event grain before event_id generation. Historical 16172 duplicate event_ids remain (full_refresh=false).
mart_appointments,models/marts_bi_v3/mart_appointments.sql,merge,mart_appointments_id,,,,,append_new_columns,False,,appointments;patients;vw_membership_patients,,mart_appointments_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=383010, null_pk=0, dup=0"
mart_attribution_detail,models/marts_bi_v3/mart_attribution_detail.sql,merge,mart_attribution_detail_id,,,,,append_new_columns,False,,vw_attribution_unified;patient_identity;patients,,mart_attribution_detail_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=31213, null_pk=0, dup=0"
mart_attribution_operations,models/marts_bi_v3/mart_attribution_operations.sql,merge,mart_attribution_operations_id,,,,,append_new_columns,False,,attribution_operations,,mart_attribution_operations_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=10054, null_pk=0, dup=0"
mart_attribution_timeline,models/marts_bi_v3/mart_attribution_timeline.sql,merge,mart_attribution_timeline_id,,,,,append_new_columns,False,,attribution_timeline,,mart_attribution_timeline_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=59773, null_pk=0, dup=0"
mart_awv_mini_cog,models/marts_bi_v3/mart_awv_mini_cog.sql,merge,mart_awv_mini_cog_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,appointments;questionnaires;clinicalencounter,,mart_awv_mini_cog_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=13241, null_pk=0, dup=0"
mart_bcr_detail,models/marts_bi_v3/bcr/mart_bcr_detail.sql,merge,mart_bcr_detail_id,,,,,append_new_columns,False,,stg_mdm__insurance;stg_mdm__provider;int_attribution_roster_spans;activityfact;claim;patientinsurance;insurancepackage;insurancereportingcategory,,mart_bcr_detail_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2004843, null_pk=0, dup=0"
mart_behavioral_health,models/marts_bi_v3/mart_behavioral_health.sql,merge,mart_behavioral_health_id,,,,,append_new_columns,False,,behavioral_health;providers,,mart_behavioral_health_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=439, null_pk=0, dup=0"
mart_bh_scheduling_capacity,models/marts_bi_v3/mart_bh_scheduling_capacity.sql,merge,mart_bh_scheduling_capacity_id,,,,,append_new_columns,False,,v_bh_slot_utilization,,mart_bh_scheduling_capacity_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3294, null_pk=0, dup=0"
mart_cadence_scheduling,models/marts_bi_v3/mart_cadence_scheduling.sql,merge,mart_cadence_scheduling_id,,,,,sync_all_columns,False,,int_cadence_qualifying_visits;int_patient_tier_features;patients,,mart_cadence_scheduling_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18775, null_pk=0, dup=0"
mart_empi_golden_person,models/marts_bi_v3/mart_empi_golden_person.sql,merge,golden_id,,,,,append_new_columns,False,,int_empi_golden_records_clean;stg_athena__appointment;int_attribution_payor_slots;empi_identity_profile;empi_identity_xref;empi_identity_registry,,golden_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=30405, null_pk=0, dup=0"
mart_empi_identity_map,models/marts_bi_v3/mart_empi_identity_map.sql,merge,identity_map_id,,,,,append_new_columns,False,,empi_identity_xref;empi_payor_matches;empi_medicare_matches,,identity_map_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=84801, null_pk=0, dup=0"
mart_eov_cadence,models/marts_bi_v3/mart_eov_cadence.sql,merge,mart_eov_cadence_id,,,,,append_new_columns,False,,audit_bonus__encounter_detail;mart_attribution_detail;patients;appointment_types,,mart_eov_cadence_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=19578, null_pk=0, dup=0"
mart_hcc_assessment,models/marts_bi_v3/mart_hcc_assessment.sql,merge,mart_hcc_assessment_id,,,,,append_new_columns,False,,vw_hcc_assessment,,mart_hcc_assessment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=29499, null_pk=0, dup=0"
mart_hcc_coder_contribution,models/marts_bi_v3/mart_hcc_coder_contribution.sql,merge,mart_hcc_coder_contribution_id,,,,,append_new_columns,False,,vw_hcc_coder_contribution,,mart_hcc_coder_contribution_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=17856, null_pk=0, dup=0"
mart_hcc_provider_contribution,models/marts_bi_v3/mart_hcc_provider_contribution.sql,merge,mart_hcc_provider_contribution_id,,,,,append_new_columns,False,,vw_hcc_provider_contribution,,mart_hcc_provider_contribution_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=16803, null_pk=0, dup=0"
mart_imaging,models/marts_bi_v3/mart_imaging.sql,merge,mart_imaging_id,,"t.source_updated_at >= DATE_SUB(CURRENT_DATE(), 730)",,,append_new_columns,False,,,,mart_imaging_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=12997, null_pk=0, dup=0"
mart_membership,models/marts_bi_v3/mart_membership.sql,merge,mart_membership_id,,,,,append_new_columns,False,,vw_membership_patients;patient_identity,,mart_membership_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=20667, null_pk=0, dup=0"
mart_membership_kpis_monthly,models/marts_bi_v3/mart_membership_kpis_monthly.sql,replace_where,mart_membership_kpis_monthly_id,,"period_start >= date_trunc('month', current_date - interval '90 days')::date OR period_start > date_trunc('month', current_date())::date",,,append_new_columns,False,,membership_monthly_snapshot;appointments;patient_experience,,mart_membership_kpis_monthly_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3206, null_pk=0, dup=0"
mart_membership_lead_attribution,models/marts_bi_v3/mart_membership_lead_attribution.sql,merge,membership_lead_attribution_id,,,,,append_new_columns,False,,mart_membership,,membership_lead_attribution_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=466, null_pk=0, dup=0"
mart_monthly_leakage_cohort,models/marts_bi_v3/mart_monthly_leakage_cohort.sql,merge,mart_monthly_leakage_cohort_id,,,,,append_new_columns,False,,vw_monthly_leakage_cohort,,mart_monthly_leakage_cohort_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=26, null_pk=0, dup=0"
mart_no_next_validation,models/marts_bi_v3/mart_no_next_validation.sql,merge,mart_no_next_validation_id,,,,,append_new_columns,False,,vw_no_next_validation,,mart_no_next_validation_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=10250, null_pk=0, dup=0"
mart_npv_weekly,models/facts/mart_npv_weekly.sql,merge,mart_npv_weekly_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,new_patient_visits,,mart_npv_weekly_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2735, null_pk=0, dup=0"
mart_operating_review,models/marts_bi_v3/mart_operating_review.sql,merge,mart_operating_review_id,,,,,append_new_columns,False,,operating_review;patients,,mart_operating_review_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18730, null_pk=0, dup=0"
mart_patient_attribution,models/marts_bi_v3/mart_patient_attribution.sql,merge,mart_patient_attribution_id,,,,,append_new_columns,False,,mv_attribution_self_service;patient_identity,,mart_patient_attribution_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=25347, null_pk=0, dup=0"
mart_patient_experience,models/marts_bi_v3/mart_patient_experience.sql,merge,mart_patient_experience_id,,,,,append_new_columns,False,,patient_experience,,mart_patient_experience_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=8954, null_pk=0, dup=0"
mart_patient_outreach,models/marts_bi_v3/mart_patient_outreach.sql,merge,mart_patient_outreach_id,,,,,append_new_columns,False,,patients;ai_outreach_outreach,,mart_patient_outreach_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3501, null_pk=0, dup=0"
mart_patients,models/marts_bi_v3/mart_patients.sql,merge,mart_patients_id,,,,,append_new_columns,False,,patients;vw_membership_patients,,mart_patients_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18794, null_pk=0, dup=0"
mart_population_history,models/marts_bi_v3/mart_population_history.sql,merge,mart_population_history_id,t.patient_count <> s.patient_count OR t.active_patient_count <> s.active_patient_count OR t.active_member_count <> s.active_member_count OR t.active_member_raw_count <> s.active_member_raw_count OR t.inactive_patient_count <> s.inactive_patient_count OR t.excluded_patient_count <> s.excluded_patient_count,,,,append_new_columns,False,,hist_patient_status_monthly;hist_patient_provider_monthly;hist_patient_insurance_monthly;hist_member_status_monthly,,mart_population_history_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2717, null_pk=0, dup=0"
mart_provider_bonus,models/marts_bi_v3/mart_provider_bonus.sql,merge,mart_provider_bonus_id,,,,,append_new_columns,False,,fct_provider_bonus,,mart_provider_bonus_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=28, null_pk=0, dup=0"
mart_provider_bonus_detail,models/marts_bi_v3/mart_provider_bonus_detail.sql,merge,mart_provider_bonus_detail_id,,,,,append_new_columns,False,,fct_provider_bonus_detail,,mart_provider_bonus_detail_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=86052, null_pk=0, dup=0"
mart_provider_departure_tracker,models/marts_bi_v3/mart_provider_departure_tracker.sql,merge,mart_provider_departure_tracker_id,,,,,append_new_columns,False,,vw_provider_departure_tracker,,mart_provider_departure_tracker_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=4, null_pk=0, dup=0"
mart_scheduling_analytics,models/marts_bi_v3/mart_scheduling_analytics.sql,merge,mart_scheduling_analytics_id,,,,,append_new_columns,False,,appointments;patients;providers;clinics,,mart_scheduling_analytics_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=383010, null_pk=0, dup=0"
mart_scheduling_daily_capacity,models/marts_bi_v3/mart_scheduling_daily_capacity.sql,merge,mart_scheduling_daily_capacity_id,,,,,append_new_columns,False,,scheduling_provider_daily_capacity_v3,,mart_scheduling_daily_capacity_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=536, null_pk=0, dup=0"
mart_scheduling_ma_staffing,models/marts_bi_v3/mart_scheduling_ma_staffing.sql,merge,mart_scheduling_ma_staffing_id,,,,,append_new_columns,False,,scheduling_ma_staffing_v3,,mart_scheduling_ma_staffing_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=12585, null_pk=0, dup=0"
mart_scheduling_provider_archetypes,models/marts_bi_v3/mart_scheduling_provider_archetypes.sql,merge,mart_scheduling_provider_archetypes_id,,,,,append_new_columns,False,,scheduling_provider_archetypes_v3,,mart_scheduling_provider_archetypes_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=50186, null_pk=0, dup=0"
mart_tcm_visit,models/marts_bi_v3/mart_tcm_visit.sql,merge,mart_tcm_visit_id,,,,,append_new_columns,False,,tcm_visit,,mart_tcm_visit_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2431, null_pk=0, dup=0"
mart_visit_type_cancellation_outcome,models/marts_bi_v3/mart_visit_type_cancellation_outcome.sql,merge,mart_visit_type_cancellation_outcome_id,,,,,append_new_columns,False,,vw_visit_type_cancellation_outcome,,mart_visit_type_cancellation_outcome_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=130, null_pk=0, dup=0"
mart_volume_attribution_details_by_payor,models/marts_bi_v3/mart_volume_attribution_details_by_payor.sql,merge,volume_attribution_details_by_payor_id,,,,,append_new_columns,False,,mart_patient_attribution,,volume_attribution_details_by_payor_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=344, null_pk=0, dup=0"
mart_volume_attribution_history_detail,models/marts_bi_v3/mart_volume_attribution_history_detail.sql,merge,volume_attribution_history_detail_id,,,,,append_new_columns,False,,mart_attribution_timeline,,volume_attribution_history_detail_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=49, null_pk=0, dup=0"
membership_monthly_snapshot,models/healthcare/membership/membership_monthly_snapshot.sql,merge,account_id;snapshot_month,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_membership_patients,,account_id + snapshot_month,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=55369, null_pk=0, dup=0"
mv_attribution_self_service,models/healthcare/mv_attribution_self_service.sql,merge,attribution_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,stg_salesforce__attribution;stg_salesforce__account;int_patient_status_computed;stg_mdm__provider;stg_salesforce__appointment;stg_mdm__patient;appointments;insurance_plans;patientinsurance,,attribution_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=21375, null_pk=0, dup=0"
mv_portal_activity,models/healthcare/scheduling/mv_portal_activity.sql,merge,activity_id;action,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,appointment;patient;appointmenttype;provider;department;patient,,activity_id + action,,,none_or_unvalidated,correctness_fix_pending_deploy,defect_found,"Remediated in correctness wave: UK changed to [activity_id, action] where activity_id=coalesce(cancelled,new). Prod re-validation pending deploy. Prior defect: 397/644 null UK rows."
new_patient_visits,models/facts/new_patient_visits.sql,merge,appointment_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,vw_operating_review_appointments;patient_identity;patients;vw_npv_self_service_report,,appointment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=35125, null_pk=0, dup=0"
operating_review,models/facts/operating_review.sql,merge,patient_id,t.source_updated_at < s.source_updated_at OR (t.has_next_visit IS DISTINCT FROM s.has_next_visit) OR (t.next_visit_date IS DISTINCT FROM s.next_visit_date) OR (t.is_no_next IS DISTINCT FROM s.is_no_next),,,,append_new_columns,False,,vw_operating_review_patients;patients;patient_identity;clinics,,patient_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18730, null_pk=0, dup=0"
patient_census,models/facts/patient_census.sql,merge,entity_id;status_date,t.source_updated_at < s.source_updated_at or t.attributed_payor is distinct from s.attributed_payor or t.attributed_payor_as_of_month is distinct from s.attributed_payor_as_of_month or t.active_ma_risk_patient is distinct from s.active_ma_risk_patient,,,,append_new_columns,False,,patients;patient_identity;mart_mdm__member_populations;stg_salesforce__account;insurance_plans;int_empi__payor_identity_spine;int_attribution_point_in_time;attribution_history;int_attribution_payor_slots;appointment;patientinsurance;raw_mssp_roster;empi_identity_registry,,entity_id + status_date,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=383702, null_pk=0, dup=0"
patient_experience,models/facts/patient_experience.sql,merge,survey_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_provider_nps_salesforce;patients;patient_identity,,survey_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=8954, null_pk=0, dup=0"
patient_identity,models/dimensions/patient_identity.sql,merge,golden_id,t.last_matched_at < s.last_matched_at OR (t.athena_id IS NULL AND s.athena_id IS NOT NULL),,,,append_new_columns,False,,int_empi_golden_records_clean;stg_mdm__patient;empi_identity_xref;empi_identity_profile;patient;providergroup,,golden_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=22079, null_pk=0, dup=0"
patients,models/dimensions/patients.sql,merge,patient_id,t.last_updated_at < s.last_updated_at,,,,append_new_columns,False,,stg_mdm__patient;int_patient_status_computed;patient_identity;int_primary_insurance;int_secondary_insurance;int_tertiary_insurance;int_empi_golden_records_clean;stg_membership__members;providers;account;patient;empi_payor_matches;raw_payor_alpha_members;raw_uhc_members;raw_mssp_roster;raw_payor_gamma_roster;raw_payor_delta_care_gaps,,patient_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18775, null_pk=0, dup=0"
patients_with_inactive_current_pcp,models/healthcare/pcp/patients_with_inactive_current_pcp.sql,merge,patient_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,int_patient_status_computed;appointment;appointment_type;patient;patient;provider,,patient_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=876, null_pk=0, dup=0"
providers,models/dimensions/providers.sql,merge,provider_id,t.last_updated_at < s.last_updated_at,,,,append_new_columns,False,,stg_mdm__provider;provider;providergroup,,provider_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=58, null_pk=0, dup=0"
referral_management,models/facts/referral_management.sql,merge,document_id,t.created_datetime < s.created_datetime,,,,append_new_columns,False,,patient_identity;vw_referral_management,,document_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=98676, null_pk=0, dup=0"
rpt_m2m_patient_population,models/healthcare/raf/score/reports/rpt_m2m_patient_population.sql,merge,patient_id;payment_year,"coalesce(t.is_active, false) <> coalesce(s.is_active, false) OR coalesce(t.first_name, '') <> coalesce(s.first_name, '') OR coalesce(t.last_name, '') <> coalesce(s.last_name, '') OR coalesce(t.age, -1) <> coalesce(s.age, -1) OR coalesce(t.sex_code, '') <> coalesce(s.sex_code, '') OR coalesce(t.eligibility_segment, '') <> coalesce(s.eligibility_segment, '') OR coalesce(t.segment_name, '') <> coalesce(s.segment_name, '') OR coalesce(t.is_new_enrollee, false) <> coalesce(s.is_new_enrollee, false) OR coalesce(t.is_dual_eligible, false) <> coalesce(s.is_dual_eligible, false) OR coalesce(t.provider_name, '') <> coalesce(s.provider_name, '') OR coalesce(t.provider_npi, '') <> coalesce(s.provider_npi, '') OR coalesce(t.department_name, '') <> coalesce(s.department_name, '') OR coalesce(t.raw_raf_score, cast(0 as decimal(18,4))) <> coalesce(s.raw_raf_score, cast(0 as decimal(18,4))) OR coalesce(t.payment_raf_score, cast(0 as decimal(18,4))) <> coalesce(s.payment_raf_score, cast(0 as decimal(18,4))) OR coalesce(t.hcc_count, -1) <> coalesce(s.hcc_count, -1) OR coalesce(t.demographic_factor, cast(0 as decimal(18,4))) <> coalesce(s.demographic_factor, cast(0 as decimal(18,4))) OR coalesce(t.disease_factor, cast(0 as decimal(18,4))) <> coalesce(s.disease_factor, cast(0 as decimal(18,4))) OR coalesce(t.interaction_factor, cast(0 as decimal(18,4))) <> coalesce(s.interaction_factor, cast(0 as decimal(18,4))) OR coalesce(t.count_factor, cast(0 as decimal(18,4))) <> coalesce(s.count_factor, cast(0 as decimal(18,4))) OR coalesce(t.is_demographic_only, false) <> coalesce(s.is_demographic_only, false) OR coalesce(t.raf_tier, '') <> coalesce(s.raf_tier, '')",,,,append_new_columns,False,,dim_raf__attribution;fct_raf__patient_summary,,patient_id + payment_year,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18468, null_pk=0, dup=0"
rpt_raf__disease_prevalence,models/healthcare/raf/capture/reports/rpt_raf__disease_prevalence.sql,merge,payment_year;eligibility_segment;hcc_code,"coalesce(t.hcc_description, '') <> coalesce(s.hcc_description, '') OR coalesce(t.affected_members, -1) <> coalesce(s.affected_members, -1) OR coalesce(t.total_diagnoses, -1) <> coalesce(s.total_diagnoses, -1) OR coalesce(t.segment_population, -1) <> coalesce(s.segment_population, -1) OR coalesce(t.total_population, -1) <> coalesce(s.total_population, -1) OR coalesce(t.segment_prevalence_pct, cast(0 as decimal(18,4))) <> coalesce(s.segment_prevalence_pct, cast(0 as decimal(18,4))) OR coalesce(t.overall_prevalence_pct, cast(0 as decimal(18,4))) <> coalesce(s.overall_prevalence_pct, cast(0 as decimal(18,4))) OR coalesce(t.prevalence_rank, -1) <> coalesce(s.prevalence_rank, -1)",,,,append_new_columns,False,,dim_raf__attribution;int_raf__hierarchy_applied,,payment_year + eligibility_segment + hcc_code,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=557, null_pk=0, dup=0"
rpt_raf__recapture_analysis,models/healthcare/raf/capture/reports/rpt_raf__recapture_analysis.sql,merge,hcc_code;prior_year;target_year,"coalesce(t.total_patients_prior, -1) <> coalesce(s.total_patients_prior, -1) OR coalesce(t.recaptured_patients, -1) <> coalesce(s.recaptured_patients, -1) OR coalesce(t.pending_patients, -1) <> coalesce(s.pending_patients, -1) OR coalesce(t.dismissed_patients, -1) <> coalesce(s.dismissed_patients, -1) OR coalesce(t.not_yet_seen_patients, -1) <> coalesce(s.not_yet_seen_patients, -1) OR coalesce(t.recapture_rate_pct, cast(0 as decimal(18,4))) <> coalesce(s.recapture_rate_pct, cast(0 as decimal(18,4))) OR coalesce(t.hcc_coefficient, cast(0 as decimal(18,4))) <> coalesce(s.hcc_coefficient, cast(0 as decimal(18,4))) OR coalesce(t.at_risk_raf_impact, cast(0 as decimal(18,4))) <> coalesce(s.at_risk_raf_impact, cast(0 as decimal(18,4)))",,,,append_new_columns,False,,int_raf__hierarchy_applied;cms_hcc_v28__all_coefficients;int_raf__eligibility_segment,,hcc_code + prior_year + target_year,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=356, null_pk=0, dup=0"
rpt_raf__visit_budget_analysis,models/healthcare/raf/capture/reports/rpt_raf__visit_budget_analysis.sql,merge,provider_id;department_id;coded_year;appointment_type_name,"coalesce(t.total_visits, -1) <> coalesce(s.total_visits, -1) OR coalesce(t.unique_patients, -1) <> coalesce(s.unique_patients, -1) OR coalesce(t.visits_with_hcc, -1) <> coalesce(s.visits_with_hcc, -1) OR coalesce(t.visits_without_hcc, -1) <> coalesce(s.visits_without_hcc, -1) OR coalesce(t.hcc_capture_rate_pct, cast(0 as decimal(18,4))) <> coalesce(s.hcc_capture_rate_pct, cast(0 as decimal(18,4))) OR coalesce(t.avg_hccs_per_visit, cast(0 as decimal(18,4))) <> coalesce(s.avg_hccs_per_visit, cast(0 as decimal(18,4))) OR coalesce(t.first_visit_date, date '1900-01-01') <> coalesce(s.first_visit_date, date '1900-01-01') OR coalesce(t.last_visit_date, date '1900-01-01') <> coalesce(s.last_visit_date, date '1900-01-01')",,,,append_new_columns,False,,gold_appointment_supplement;int_raf__hierarchy_applied,,provider_id + department_id + coded_year + appointment_type_name,,,none_or_unvalidated,skipped_empty_upstream,blocked_upstream_empty,Empty in prod (0 rows). Depends on gold_appointment_supplement which is empty. PK config not testable until upstream populated. Not an incremental config defect.
