name,source_mart,date_column,agg,sum_column,rate_num,rate_denom,rate_scale,label,description
membership_annual_renewal_rate,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,annual_renewed_members_eom,annual_renewal_eligible_members_eom,100,Annual Renewal Rate %,Renewed Annual members as a share of renewal-eligible Annual members.
membership_arpu,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,mrr_total_dollars,active_members_eom,1,ARPU ($),Average revenue per active member: MRR / Active Members. Dollar units (rate_scale=1).
membership_arpu_paying,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,mrr_paying_dollars,paying_members_eom,1,ARPU Paying ($),Average revenue per Paying member: MRR Paying / Paying Members. Dollar units (rate_scale=1).
membership_bh_pct,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate,,membership_bh_visits,membership_completed_visits,100,BH Visits %,Share of member visits that were behavioral health: membership_bh_visits / membership_completed_visits x 100.
membership_bh_visits,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,membership_bh_visits,,,1,BH Visits,Distinct completed behavioral-health appointments where the patient was a Membership-activated membership patient at appointment time.
membership_cancellation_30_day_count,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,cancellation_30day_count_eom,,,1,30-Day Cancellations,Members who became inactive in the trailing 30 days where became_inactive_date is on or after membership_member_since. Numerator only.
membership_cancellation_30_day_rate,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,cancellation_30day_count_eom,active_members_eom,100,30-Day Cancel Rate %,Share of active members who cancelled in the trailing 30 days (gated on became_inactive_date >= membership_member_since).
membership_legacy_count_monthly,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,legacy_members_eom,,,1,Legacy Members,Legacy members at month-end: Membership-inferred before July 2026 and BackendBaaS-authoritative from July 2026 onward.
membership_ltv_paying,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,ltv_paying_dollars,,,1,LTV (Paying),Lifetime value estimate for paying members = ARPU(Paying) x avg tenure months. Excludes Grandmothered.
membership_members_with_visit_first_90d,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,membership_members_with_visit_first_90d,,,1,Members w/ Visit in First 90d,Members whose completed visit fell within the first 90 days of their membership_member_since date.
membership_monthly_churn_rate,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,churned_paying_eom,paying_members_eom_prev,100,Monthly Churn Rate %,Paying members who churned this month as a share of last months paying base.
membership_monthly_plan_pct,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,monthly_plan_active_members_eom,active_members_eom,100,Monthly Plan %,Share of active members on monthly cadence plans.
membership_mrr_monthly,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,mrr_total_dollars,,,1,MRR ($),Monthly recurring revenue across all Active and Active-Waived members. Active-Waived contributes $0.
membership_mrr_paying,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,mrr_paying_dollars,,,1,MRR Paying ($),Monthly recurring revenue restricted to Paying and Converted members.
membership_paying_avg_tenure_months,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,paying_avg_tenure_months_eom,,,1,Avg Tenure - Paying (months),Average tenure in months for Paying + Converted members at end of month.
membership_standard_count_monthly,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,standard_members_eom,,,1,Paying Members,Active Membership-authoritative paying members at month-end.
membership_telehealth_pct,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate,,membership_telehealth_visits,membership_completed_visits,100,Telehealth %,Share of member visits that were telehealth: membership_telehealth_visits / membership_completed_visits x 100.
membership_telehealth_visits,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,membership_telehealth_visits,,,1,Telehealth Visits,Distinct completed telehealth appointments where the patient was a Membership-activated membership patient at appointment time.
membership_visit_first_90d_pct,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,membership_members_with_visit_first_90d,membership_active_member_population,100,Visit-in-First-90d %,Share of active members who completed a visit in their first 90 days of membership.
membership_visits_per_member,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate_latest,,membership_completed_visits,membership_active_member_population,1,Visits per Member,Completed member visits per active member in the panel: membership_completed_visits / membership_active_member_population.
monthly_plan_active_members,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,monthly_plan_active_members_eom,,,1,Monthly Plan Active Members,Canonically active members with a Membership record on monthly cadence plans (membership_billing_cadence Monthly or NULL).
net_new_members_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,net_new_members_eom,,,1,Net New Members (EOM),Members classified as Net New Member (post-program-launch) at month-end.
net_paying_growth_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,net_paying_growth_eom,,,1,Net Paying Growth,new_paying_members_eom minus churned_paying_eom (pre-computed delta).
new_gm_members_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,new_gm_members_eom,,,1,New Grandmothered Members,Approximation of new Grandmothered Members this month (parity with V2 cube).
new_paying_members_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,new_paying_members_eom,,,1,New Paying Members,Members who became Paying this specific month.
nps_delta,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,nps_delta,,,1,NPS Delta,nps_promoters minus nps_detractors.
nps_detractors,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,nps_detractors,,,1,NPS Detractors,Surveys categorized as Detractor.
nps_promoters,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,nps_promoters,,,1,NPS Promoters,Surveys categorized as Promoter.
nps_response_count,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,nps_response_count,,,1,NPS Response Count,Distinct NPS survey responses received this month.
nps_score_monthly,marts_bi_v3.mart_membership_kpis_monthly,period_start,rate,,nps_delta,nps_response_count,100,NPS Score,NPS = (promoters minus detractors) / responses x 100.
paying_members_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,paying_members_eom,,,1,Paying Members (EOM),Members in payment_status_resolved = Paying Member at month-end.
total_members_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,total_members_eom,,,1,Total Members (EOM),Distinct canonical BackendBaaS-or-Membership member accounts present at month-end.
avg_days_since_visit,marts_bi_v3.mart_no_next_validation,,avg,days_since_last_visit,,,100,Avg Days Since Visit,Average days elapsed since each patient's most recent completed visit.
has_nn_case_count,marts_bi_v3.mart_no_next_validation,,count_distinct,has_nn_case_pid,,,100,Has NN Case,Active patients with an open No-Next Salesforce Case (outreach in progress to schedule the next visit).
no_future_appointments,marts_bi_v3.mart_no_next_validation,,count_distinct,no_future_appt_pid,,,100,No Future Appointments,Active patients with no future qualifying medical visit scheduled. See kpi_total_patients__no_next.
no_next_rate,marts_bi_v3.mart_no_next_validation,,rate_distinct,,no_future_appt_pid,has_completed_pid,100,No-Next %,Percentage of established patients (has_completed_pid) with no future qualifying appointment scheduled.
cancellation_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,cancelled_npv,total_npv,100,Cancellation Rate %,New Patient Visit (NPV) cohort: cancelled NPVs / total NPVs x 100. Scoped to all NPV appointment categories combined; for visit-category-specific rates see iv_cancellation_rate and mbr_cancellation_rate. NOTE: name is mart-specific (NPV) despite the bare 'cancellation_rate' label — see v3-developer-guide §2.1.1.
cancelled_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,cancelled_npv,,,100,Cancelled NPVs,New Patient Visits that were cancelled.
completed_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,completed_npv,,,100,Completed NPVs,New Patient Visits that completed.
completion_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,completed_npv,total_npv,100,Completion Rate %,New Patient Visit (NPV) cohort: completed NPVs / total NPVs x 100. Scoped to all NPV appointment categories combined.
immediate_reschedule_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,immediately_rescheduled_npv,cancelled_npv,100,Immediate Reschedule Rate %,"NPV cohort: cancelled NPVs immediately rescheduled at point of cancellation, as a percentage of all cancelled NPVs. Measures save-at-cancel effectiveness."
immediately_rescheduled,marts_bi_v3.mart_npv_weekly,period_start,sum,immediately_rescheduled_npv,,,100,Immediately Rescheduled,Cancelled NPVs immediately rescheduled at point of cancellation.
iv_cancellation_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,iv_cancelled_npv,iv_total_npv,100,IV Cancellation Rate %,"NPV cohort, Initial Visit category only: cancelled IV NPVs / total IV NPVs x 100. Different denominator from mbr_cancellation_rate."
iv_cancelled_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,iv_cancelled_npv,,,100,IV Cancelled NPVs,Cancelled NPVs in the standard Initial Visit category.
iv_completed_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,iv_completed_npv,,,100,IV Completed NPVs,Completed NPVs in the standard Initial Visit category.
iv_total_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,iv_total_npv,,,100,IV Total NPVs,Total NPVs in the standard Initial Visit category.
late_recovery,marts_bi_v3.mart_npv_weekly,period_start,sum,late_recovery_npv,,,100,Late Recovery,Cancelled NPVs recovered through later re-engagement (within 30 days).
mbr_cancellation_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,mbr_cancelled_npv,mbr_total_npv,100,MBR Cancellation Rate %,"NPV cohort, MBR - Initial Visit category only: cancelled MBR NPVs / total MBR NPVs x 100. Different denominator from iv_cancellation_rate."
mbr_cancelled_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_cancelled_npv,,,100,MBR Cancelled NPVs,Cancelled NPVs in the MBR - Initial Visit category.
mbr_completed_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_completed_npv,,,100,MBR Completed NPVs,Completed NPVs in the MBR - Initial Visit category.
mbr_immediately_rescheduled,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_immediately_rescheduled_npv,,,100,MBR Immediately Rescheduled,MBR-Initial Cancelled NPVs immediately rescheduled at point of cancellation.
mbr_late_recovery,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_late_recovery_npv,,,100,MBR Late Recovery,MBR-Initial Cancelled NPVs recovered through later re-engagement (within 30 days).
mbr_recovery_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,mbr_total_recovered_npv,mbr_cancelled_npv,100,MBR Recovery Rate %,"NPV cohort, MBR - Initial Visit category: total recovered MBR cancellations (immediate reschedule + late recovery within 30 days) / MBR cancelled NPVs x 100."
mbr_total_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_total_npv,,,100,MBR Total NPVs,Total NPVs in the MBR - Initial Visit category.
mbr_total_recovered,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_total_recovered_npv,,,100,MBR Total Recovered,MBR-Initial Cancelled NPVs recovered (immediate reschedule + late recovery).
mbr_truly_lost,marts_bi_v3.mart_npv_weekly,period_start,sum,mbr_truly_lost_npv,,,100,MBR Truly Lost,MBR-Initial Cancelled NPVs never recovered.
no_show_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,no_show_npv,,,100,No-Show NPVs,NPVs where the patient did not show up.
recovery_rate,marts_bi_v3.mart_npv_weekly,period_start,rate,,total_recovered_npv,cancelled_npv,100,Recovery Rate %,NPV cohort (all categories): total recovered cancellations (immediate reschedule + late recovery within 30 days) / cancelled NPVs x 100.
total_npv,marts_bi_v3.mart_npv_weekly,period_start,sum,total_npv,,,100,Total NPVs,"Total New Patient Visits scheduled (any category, any membership status)."
total_recovered,marts_bi_v3.mart_npv_weekly,period_start,sum,total_recovered_npv,,,100,Total Recovered,Cancelled NPVs recovered (immediate reschedule + late recovery).
truly_lost,marts_bi_v3.mart_npv_weekly,period_start,sum,truly_lost_npv,,,100,Truly Lost,Cancelled NPVs never recovered.
attribution_rate,marts_bi_v3.mart_operating_review,,rate_distinct,,attributed_pid,active_pid,100,Attribution Rate %,Attributed patients as a percentage of all active patients in the panel.
bh_no_next_patients,marts_bi_v3.mart_operating_review,,count_distinct,bh_no_next_pid,,,100,BH No-Next Patients,Active BH-panel patients without a future behavioral health appointment scheduled.
engaged_patients,marts_bi_v3.mart_operating_review,,count_distinct,engaged_pid,,,100,Engaged Patients,Active patients with a completed medical visit in the last 12 months. Numerator for engagement_rate.
engagement_rate,marts_bi_v3.mart_operating_review,,rate_distinct,,engaged_pid,active_pid,100,Engagement Rate %,Active patients with a completed visit in the last 12 months as a percentage of all active patients.
enrolled_and_engaged_rate,marts_bi_v3.mart_operating_review,,rate_distinct,,engaged_pid,enrolled_pid,100,Enrolled & Engaged %,"Membership-enrolled active patients who are also Engaged (completed visit in last 12 months), as a percentage of all enrolled patients."
enrolled_patients,marts_bi_v3.mart_operating_review,,count_distinct,enrolled_pid,,,100,Enrolled Patients,Active patients with an active Membership membership enrollment.
inactive_patients,marts_bi_v3.mart_operating_review,,count_distinct,inactive_pid,,,100,Inactive Patients,Patients whose computed clinical status is Inactive (no qualifying completed visit in the activity window).
new_patients_count,marts_bi_v3.mart_operating_review,,count_distinct,new_pid,,,100,New Patients (30d),Active patients whose first completed visit occurred in the trailing 30 days.
no_next_patients,marts_bi_v3.mart_operating_review,,count_distinct,no_next_pid,,,100,No-Next Patients,Active patients with no future qualifying medical visit scheduled. Operating-review equivalent of no_future_appointments in mart_no_next_validation.
not_scheduled_patients,marts_bi_v3.mart_operating_review,,count_distinct,not_scheduled_pid,,,100,Not Scheduled,Active patients without any scheduled appointment (future or past pending).
pending_awv_patients,marts_bi_v3.mart_operating_review,,count_distinct,pending_awv_pid,,,100,Pending AWV,Active patients eligible for an AWV with no completed or scheduled AWV this year.
pending_mddo_patients,marts_bi_v3.mart_operating_review,,count_distinct,pending_mddo_pid,,,100,Pending MDDO,Active patients eligible for an MD/DO visit with no completed or scheduled MD/DO visit this year.
prospect_patients,marts_bi_v3.mart_operating_review,,count_distinct,prospect_pid,,,100,Prospect Patients,Patients in Prospect member_type (engaged but not yet contracted into membership).
scheduled_patients,marts_bi_v3.mart_operating_review,,count_distinct,scheduled_pid,,,100,Scheduled Patients,Active patients with at least one future appointment scheduled. Numerator for scheduling_rate.
scheduling_rate,marts_bi_v3.mart_operating_review,,rate_distinct,,scheduled_pid,active_pid,100,Scheduling Rate %,Active patients with a future appointment scheduled as a percentage of all active patients.
active_patients,marts_bi_v3.mart_patient_attribution,,count_distinct,active_aid,,,100,Active Patients,Count of unique attributed patients with Active clinical status.
attributed_patients,marts_bi_v3.mart_patient_attribution,,count_distinct,attributed_aid,,,100,Attributed Patients,Distinct patients currently attributed to Healthcare Org by any payor under a value-based care contract.
avg_data_quality_score,marts_bi_v3.mart_patient_attribution,,avg,data_quality_score,,,100,Avg Data Quality Score,Average MDM data-quality composite score across the attributed patient population (higher = more complete identifiers).
awv_actionable_count,marts_bi_v3.mart_patient_attribution,,count_distinct,awv_actionable_aid,,,100,AWV Actionable,Attributed patients marked actionable for AWV scheduling outreach.
awv_completed_count,marts_bi_v3.mart_patient_attribution,,count_distinct,awv_completed_aid,,,100,AWV Completed,Attributed patients with a completed AWV in the current calendar year.
awv_eligible_count,marts_bi_v3.mart_patient_attribution,,count_distinct,awv_eligible_aid,,,100,AWV Eligible,Attributed patients eligible for an AWV under Medicare criteria.
awv_scheduled_count,marts_bi_v3.mart_patient_attribution,,count_distinct,awv_scheduled_aid,,,100,AWV Scheduled,Attributed patients with a scheduled but not yet completed AWV this year.
mddo_completed_count,marts_bi_v3.mart_patient_attribution,,count_distinct,mddo_completed_aid,,,100,MDDO Completed,Attributed patients with a completed qualifying MD/DO visit this year.
mddo_eligible_count,marts_bi_v3.mart_patient_attribution,,count_distinct,mddo_eligible_aid,,,100,MDDO Eligible,Attributed patients eligible for a qualifying MD/DO visit.
mddo_scheduled_count,marts_bi_v3.mart_patient_attribution,,count_distinct,mddo_scheduled_aid,,,100,MDDO Scheduled,Attributed patients with a scheduled but not yet completed qualifying MD/DO visit this year.
off_cadence_count,marts_bi_v3.mart_patient_attribution,,count_distinct,off_cadence_aid,,,100,Off Cadence,Count of attributed patients currently off their expected visit cadence.
total_attributions,marts_bi_v3.mart_patient_attribution,,count_distinct,attribution_id,,,100,Total Attributions,Distinct attribution records (patient x payor x period). Can exceed patient_count when a patient is dual-attributed.
total_patients,marts_bi_v3.mart_patient_attribution,,count_distinct,account_id,,,100,Total Patients,Count of all patient records in the attribution population regardless of status.
avg_provider_satisfaction,marts_bi_v3.mart_patient_experience,survey_date,avg,provider_satisfaction_score,,,100,Avg Provider Satisfaction,Average provider-satisfaction question score across patient-experience survey responses in the selected period.
avg_recommend_score,marts_bi_v3.mart_patient_experience,survey_date,avg,recommend_score,,,100,Avg Recommend Score,Average likelihood-to-recommend score (0-10) across patient-experience survey responses.
avg_satisfaction,marts_bi_v3.mart_patient_experience,survey_date,avg,avg_satisfaction_score,,,100,Avg Satisfaction,Average overall-satisfaction composite score across patient-experience survey responses.
detractors,marts_bi_v3.mart_patient_experience,survey_date,sum,detractor_int,,,100,Detractors,Survey responses categorized as NPS Detractors (recommend score 0-6).
nps_score,marts_bi_v3.mart_patient_experience,survey_date,rate,,nps_delta,one,100,Patient NPS (0-10),"Net Promoter Score = sum(nps_delta) / count(*) x 100 (0-10 recommend survey: Promoter 9-10, Detractor 0-6). Distinct instrument from the 1-5 provider-bonus NPS."
passives,marts_bi_v3.mart_patient_experience,survey_date,sum,passive_int,,,100,Passives,Survey responses categorized as NPS Passives (recommend score 7-8).
positive_sentiment_pct,marts_bi_v3.mart_patient_experience,survey_date,rate,,positive_sentiment_int,one,100,Positive Sentiment %,Percentage of patient-experience survey responses flagged as positive sentiment (free-text or score-based).
promoters,marts_bi_v3.mart_patient_experience,survey_date,sum,promoter_int,,,100,Promoters,Survey responses categorized as NPS Promoters (recommend score 9-10).
response_count,marts_bi_v3.mart_patient_experience,survey_date,count,,,,100,Survey Responses,Distinct patient-experience survey responses received in the selected period.
avg_call_duration,marts_bi_v3.mart_patient_outreach,submitted_at,avg,call_duration_seconds,,,100,Avg Call Duration (s),Average AI_Outreach AI outreach call duration in seconds across submissions in the selected period.
avg_days_since_outreach,marts_bi_v3.mart_patient_outreach,submitted_at,avg,days_since_outreach,,,100,Avg Days Since Outreach,Average days since the last AI_Outreach AI outreach submission per patient.
ai_outreach_awv_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,ai_outreach_awv_pid,,,100,AI_Outreach AWV,Distinct patients where AI_Outreach AI booked an AWV appointment. Scoped numerator for kpi_ai_outreach_scheduling_rate — AWV campaigns only.
ai_outreach_cancelled_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,ai_outreach_cancelled_pid,,,100,AI_Outreach Cancelled,Distinct patients where the AI_Outreach AI outreach resulted in an appointment cancellation.
ai_outreach_no_next_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,ai_outreach_no_next_pid,,,100,AI_Outreach No Next,Distinct patients contacted via AI_Outreach No-Next campaign outreach. See kpi_unique_patients for the general unique patient count pattern.
ai_outreach_scheduled_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,ai_outreach_scheduled_pid,,,100,AI_Outreach Scheduled,Distinct patients for whom AI_Outreach AI booked an appointment (any campaign). Numerator for kpi_ai_outreach_scheduling_rate: AI_Outreach-scheduled / unique patients contacted.
contact_rate,marts_bi_v3.mart_patient_outreach,submitted_at,rate_distinct,,contact_reached_pid,account_id,100,Contact Rate %,Percentage of outreach submissions where the patient was successfully reached: contact_reached_pid / total outreach records.
contact_reached_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,contact_reached_pid,,,100,Contact Reached,Distinct patients successfully reached by AI_Outreach AI outreach. Numerator for contact_rate.
escalated_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,escalated_oid,,,100,Escalated,Outreach calls escalated by AI_Outreach AI to a live staff member (call_outcome = escalated).
negative_sentiment_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,negative_oid,,,100,Negative Sentiment,Outreach calls where the patient expressed negative sentiment during the AI_Outreach AI call.
positive_sentiment_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,positive_oid,,,100,Positive Sentiment,Outreach calls where the patient expressed positive sentiment during the AI_Outreach AI call.
resolved_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,resolved_oid,,,100,Resolved,Outreach calls AI_Outreach AI resolved without escalation (call_outcome = resolved).
scheduled_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,scheduled_oid,,,100,Scheduled Count,Outreach submissions where an appointment was booked via AI_Outreach or staff. Includes both direct AI_Outreach scheduling and staff-booked within 7 days.
scheduling_success_rate,marts_bi_v3.mart_patient_outreach,submitted_at,rate_distinct,,scheduled_oid,outreach_id,100,Scheduling Success %,Appointment scheduling rate across all outreach submissions: scheduled_oid / outreach_id × 100. See kpi_ai_outreach_scheduling_rate for the patient-deduped AI_Outreach-only variant.
staff_scheduled_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,staff_scheduled_pid,,,100,Staff Scheduled,Distinct patients scheduled by staff (not AI_Outreach) within 7 days of an outreach attempt.
total_submissions,marts_bi_v3.mart_patient_outreach,submitted_at,count,,,,100,Total Submissions,Total AI_Outreach AI outreach submission records including all campaigns and attempt numbers.
unique_cases,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,case_number,,,100,Unique Cases,Distinct Salesforce Case numbers represented in the outreach submission set.
unreachable_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,unreachable_oid,,,100,Unreachable,Outreach calls where AI_Outreach AI could not reach the patient (call_outcome = unreachable).
unresolved_count,marts_bi_v3.mart_patient_outreach,submitted_at,count_distinct,unresolved_oid,,,100,Unresolved,Outreach calls where AI_Outreach could not reach the patient or resolve the task (call_outcome = unresolved).
active_patient_count,marts_bi_v3.mart_patients,,count_distinct,active_pid,,,100,Active Patients,Distinct active patients: count_distinct(active_pid). Active = computed_status = 'Active' via int_patient_status_computed (completed visit within 548 days; not deceased or inactivated). See kpi_active_patients.
attributed_patient_count,marts_bi_v3.mart_patients,,count_distinct,attributed_pid,,,100,Attributed Patients,Distinct attributed patients: count_distinct(attributed_pid). Attributed = currently assigned to Healthcare Org by a payor under a value-based care contract. See kpi_attributed_patients.
avg_age,marts_bi_v3.mart_patients,,avg,age,,,100,Avg Age,Average age across all distinct patients in the selected scope (passes MDM compliance filters).
days_since_last_visit,marts_bi_v3.mart_patients,,avg,days_since_last_completed,,,100,Avg Days Since Last Visit,Average days since the most recent completed visit across all distinct patients in scope.
email_completeness_pct,marts_bi_v3.mart_patients,,rate_distinct,,has_email_pid,patient_id,100,Email Completeness %,Percentage of distinct patients with a non-null email address on file.
medicare_patient_count,marts_bi_v3.mart_patients,,count_distinct,medicare_pid,,,100,Medicare Patients,Distinct Medicare patients: count_distinct(medicare_pid). Includes Original Medicare (FFS) and Medicare Advantage primary insurance. See kpi_medicare_patients.
membership_active_count,marts_bi_v3.mart_patients,,count_distinct,active_member_pid,,,100,Active Members,Distinct active Membership members: count_distinct(active_member_pid). Active = enrollment status Active Member or Active Member - Waived (Legacy or Standard plan). See kpi_membership_active.
membership_avg_age,marts_bi_v3.mart_patients,,avg,age,,,100,Member Avg Age,Average age across distinct active Membership members.
membership_established_count,marts_bi_v3.mart_patients,,count_distinct,established_member_pid,,,100,Established Members,Distinct Established membership patients: count_distinct(established_member_pid). Established members enrolled before the current membership program launch.
membership_legacy_count,marts_bi_v3.mart_patients,,latest,legacy_member_pid,,,100,Legacy Members,Distinct current BackendBaaS-authoritative legacy members. EOM snapshot via `latest` aggregation.
membership_medicare_graduated_count,marts_bi_v3.mart_patients,,count_distinct,medicare_graduated_pid,,,100,Medicare Graduated Members,Distinct members who graduated to Medicare coverage during their membership tenure.
membership_mrr,marts_bi_v3.mart_patients,,latest,monthly_revenue,,,100,MRR,Monthly recurring revenue snapshot across active Membership members. Patient-level mart equivalent of membership_mrr_monthly in mart_membership_kpis_monthly (which is the canonical MRR series).
membership_net_new_count,marts_bi_v3.mart_patients,,count_distinct,net_new_member_pid,,,100,Net New Members,Distinct Net New membership patients: count_distinct(net_new_member_pid). Net New members enrolled after the membership program launch date.
membership_standard_count,marts_bi_v3.mart_patients,,latest,standard_member_pid,,,100,Paying Members,Distinct current Membership-authoritative paying members. Patient-level parity view of membership_standard_count_monthly.
membership_total_count,marts_bi_v3.mart_patients,,count_distinct,total_member_pid,,,100,Total Membership Patients,Distinct patients with a canonical BackendBaaS or Membership membership record. See kpi_total_patients for the broader all-patient count.
patient_count,marts_bi_v3.mart_patients,,count_distinct,patient_id,,,100,Patients,Total distinct patients regardless of status: count_distinct(patient_id). Includes Active Inactive Prospect and all statuses passing MDM compliance filters (excludes test and deleted records). See kpi_total_patients.
patients_with_email,marts_bi_v3.mart_patients,,count_distinct,has_email_pid,,,100,Has Email,Distinct patients with a non-null email address on file.
patients_with_insurance,marts_bi_v3.mart_patients,,count_distinct,has_insurance_pid,,,100,Has Insurance,Distinct patients with at least one active insurance record on file.
patients_with_pcp,marts_bi_v3.mart_patients,,count_distinct,has_pcp_pid,,,100,Has PCP,Distinct patients with an assigned primary care provider.
patients_with_phone,marts_bi_v3.mart_patients,,count_distinct,has_phone_pid,,,100,Has Phone,Distinct patients with a non-null phone number on file.
revenue_active_patient_count,marts_bi_v3.mart_patients,,count_distinct,revenue_active_pid,,,100,Revenue-Active Patients,Distinct patients with both Active clinical status and at least one revenue-generating visit in the trailing 12 months.
revenue_patient_count,marts_bi_v3.mart_patients,,count_distinct,revenue_pid,,,100,Revenue-Eligible Patients,Distinct patients eligible to generate revenue (active insurance + non-test record).
avg_awv_rate,marts_bi_v3.mart_provider_bonus,calculated_at,avg,awv_rate,,,100,Avg AWV Rate,"Average AWV scheduling rate across providers: share of qualifying Medicare visits with a future AWV scheduled as of the visit date, YTD for the bonus period. Episodic visit-grain, not a patient completion rate."
avg_bonus_amount,marts_bi_v3.mart_provider_bonus,calculated_at,avg,annual_bonus_amount,,,100,Avg Bonus Amount,Average annual bonus dollar amount calculated across providers in the bonus period.
avg_composite_payout,marts_bi_v3.mart_provider_bonus,calculated_at,avg,composite_payout_pct,,,100,Avg Composite Payout %,"Average composite payout percentage across providers: weighted average of per-metric payout percentages, before the productivity multiplier and proration."
avg_hcc_rate,marts_bi_v3.mart_provider_bonus,calculated_at,avg,hcc_rate,,,100,Avg HCC Rate,"Average HCC assessment rate across providers: codes with a provider disposition (accepted, rejected, or held) as a share of all actionable Medicare HCC codes, YTD. Not an acceptance-only rate."
avg_next_visit_rate,marts_bi_v3.mart_provider_bonus,calculated_at,avg,next_visit_rate,,,100,Avg Next Visit Rate,"Average next-visit scheduling rate across providers: share of completed qualifying visits with a future qualifying visit booked as of the visit date, YTD for the bonus period."
avg_nps_score,marts_bi_v3.mart_provider_bonus,calculated_at,avg,nps_score,,,100,Avg Bonus NPS (1-5),Unweighted average of provider-level bonus NPS (1-5 survey: promoters minus detractors / responses x 100). For an org-level pooled figure use nps_pooled_score with metric_type = NPS.
avg_productivity_multiplier,marts_bi_v3.mart_provider_bonus,calculated_at,avg,productivity_multiplier,,,100,Avg Productivity Multiplier,Average productivity multiplier applied to provider bonus calculations.
avg_quality_score,marts_bi_v3.mart_provider_bonus,calculated_at,avg,quality_composite_score,,,100,Avg Quality Score,Average composite quality score across providers (component in bonus formula).
count,marts_bi_v3.mart_provider_bonus,calculated_at,count,,,,100,Records,"Row count in the provider bonus mart for the period — diagnostic, not a business KPI."
total_bonus_amount,marts_bi_v3.mart_provider_bonus,calculated_at,sum,annual_bonus_amount,,,100,Total Bonus Amount,Sum of annual bonus dollar amounts calculated across all providers in the bonus period.
total_ytd_payout,marts_bi_v3.mart_provider_bonus,calculated_at,sum,ytd_payout,,,100,Total YTD Payout,Sum of year-to-date bonus dollars paid out across all providers.
